"DXXPT68X.Code.or.Value","DXXPT68X.Value.Description","DXXPT68X.Count","DXXPT68X.Cumulative","DXXPT68X.Skip.to.Item"
"186.1 to 827.8","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
