"DXXPT14X.Code.or.Value","DXXPT14X.Value.Description","DXXPT14X.Count","DXXPT14X.Cumulative","DXXPT14X.Skip.to.Item"
"582.9 to 1161.3","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
