"DXXPT67X.Code.or.Value","DXXPT67X.Value.Description","DXXPT67X.Count","DXXPT67X.Cumulative","DXXPT67X.Skip.to.Item"
"582.4 to 1161","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
