"AUXLR129.Code.or.Value","AUXLR129.Value.Description","AUXLR129.Count","AUXLR129.Cumulative","AUXLR129.Skip.to.Item"
"-103 to 82","Range of Values",1883,1883,NA
".","Missing",163,2046,NA
