"DXXPT23Y.Code.or.Value","DXXPT23Y.Value.Description","DXXPT23Y.Count","DXXPT23Y.Cumulative","DXXPT23Y.Skip.to.Item"
"121.2 to 322.1","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
