"DXXPT76Y.Code.or.Value","DXXPT76Y.Value.Description","DXXPT76Y.Count","DXXPT76Y.Cumulative","DXXPT76Y.Skip.to.Item"
"66.4 to 283.9","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
