"DXXPT23X.Code.or.Value","DXXPT23X.Value.Description","DXXPT23X.Count","DXXPT23X.Cumulative","DXXPT23X.Skip.to.Item"
"630.5 to 1213.2","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
