"TYXP222.Code.or.Value","TYXP222.Value.Description","TYXP222.Count","TYXP222.Cumulative","TYXP222.Skip.to.Item"
"-295 to -26","Range of Values",303,303,NA
".","Missing",8166,8469,NA
