"DXXPT50Y.Code.or.Value","DXXPT50Y.Value.Description","DXXPT50Y.Count","DXXPT50Y.Cumulative","DXXPT50Y.Skip.to.Item"
"106.5 to 349.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
