"DXXPT47Y.Code.or.Value","DXXPT47Y.Value.Description","DXXPT47Y.Count","DXXPT47Y.Cumulative","DXXPT47Y.Skip.to.Item"
"71.3 to 300","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
