"DXXPT33X.Code.or.Value","DXXPT33X.Value.Description","DXXPT33X.Count","DXXPT33X.Cumulative","DXXPT33X.Skip.to.Item"
"463.3 to 1056.7","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
