"DXXPT78Y.Code.or.Value","DXXPT78Y.Value.Description","DXXPT78Y.Count","DXXPT78Y.Cumulative","DXXPT78Y.Skip.to.Item"
"109.6 to 302.8","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
