"DXXPT11Y.Code.or.Value","DXXPT11Y.Value.Description","DXXPT11Y.Count","DXXPT11Y.Cumulative","DXXPT11Y.Skip.to.Item"
"89 to 336.8","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
