"DXXPT24X.Code.or.Value","DXXPT24X.Value.Description","DXXPT24X.Count","DXXPT24X.Cumulative","DXXPT24X.Skip.to.Item"
"63.5 to 620.5","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
