"DXXPT5X.Code.or.Value","DXXPT5X.Value.Description","DXXPT5X.Count","DXXPT5X.Cumulative","DXXPT5X.Skip.to.Item"
"45.9 to 499.4","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
