"DXXPT89Y.Code.or.Value","DXXPT89Y.Value.Description","DXXPT89Y.Count","DXXPT89Y.Cumulative","DXXPT89Y.Skip.to.Item"
"141.2 to 377.7","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
