"DXXPT1X.Code.or.Value","DXXPT1X.Value.Description","DXXPT1X.Count","DXXPT1X.Cumulative","DXXPT1X.Skip.to.Item"
"645.2 to 1226.4","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
