"DXXPT18X.Code.or.Value","DXXPT18X.Value.Description","DXXPT18X.Count","DXXPT18X.Cumulative","DXXPT18X.Skip.to.Item"
"506.9 to 1096.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
