"DXXPT49Y.Code.or.Value","DXXPT49Y.Value.Description","DXXPT49Y.Count","DXXPT49Y.Cumulative","DXXPT49Y.Skip.to.Item"
"112 to 354.4","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
