"DXXPT40X.Code.or.Value","DXXPT40X.Value.Description","DXXPT40X.Count","DXXPT40X.Cumulative","DXXPT40X.Skip.to.Item"
"163.3 to 811.4","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
