"DXXPT24Y.Code.or.Value","DXXPT24Y.Value.Description","DXXPT24Y.Count","DXXPT24Y.Cumulative","DXXPT24Y.Skip.to.Item"
"108.9 to 284.3","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
