"DXXPT32Y.Code.or.Value","DXXPT32Y.Value.Description","DXXPT32Y.Count","DXXPT32Y.Cumulative","DXXPT32Y.Skip.to.Item"
"162.1 to 394.7","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
