"DXXPT19X.Code.or.Value","DXXPT19X.Value.Description","DXXPT19X.Count","DXXPT19X.Cumulative","DXXPT19X.Skip.to.Item"
"608.4 to 1188.9","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
