"DXXPT73Y.Code.or.Value","DXXPT73Y.Value.Description","DXXPT73Y.Count","DXXPT73Y.Cumulative","DXXPT73Y.Skip.to.Item"
"104.9 to 339.9","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
