"AUQ090.Code.or.Value","AUQ090.Value.Description","AUQ090.Count","AUQ090.Cumulative","AUQ090.Skip.to.Item"
"1","Yes",29,29,NA
"2","No",25,54,NA
"7","Refused",0,54,NA
"9","Don't know",0,54,NA
".","Missing",9310,9364,NA
