"TYXP172.Code.or.Value","TYXP172.Value.Description","TYXP172.Count","TYXP172.Cumulative","TYXP172.Skip.to.Item"
"-294 to 169","Range of Values",1350,1350,NA
".","Missing",4235,5585,NA
