"DXXPT28Y.Code.or.Value","DXXPT28Y.Value.Description","DXXPT28Y.Count","DXXPT28Y.Cumulative","DXXPT28Y.Skip.to.Item"
"130.2 to 359.9","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
