"TYXP008.Code.or.Value","TYXP008.Value.Description","TYXP008.Count","TYXP008.Cumulative","TYXP008.Skip.to.Item"
"41 to 199","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
