"TYXP044.Code.or.Value","TYXP044.Value.Description","TYXP044.Count","TYXP044.Cumulative","TYXP044.Skip.to.Item"
"-54 to 186","Range of Values",8469,8469,NA
".","Missing",0,8469,NA
