"CBQ665.Code.or.Value","CBQ665.Value.Description","CBQ665.Count","CBQ665.Cumulative","CBQ665.Skip.to.Item"
"1","Very important",3154,3154,NA
"2","Somewhat important",1386,4540,NA
"3","Not too important",183,4723,NA
"4","Not at all important",50,4773,NA
"7","Refused",0,4773,NA
"9","Don't know",14,4787,NA
".","Missing",1235,6022,NA
