"DXXPT1Y.Code.or.Value","DXXPT1Y.Value.Description","DXXPT1Y.Count","DXXPT1Y.Cumulative","DXXPT1Y.Skip.to.Item"
"129.7 to 329.4","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
