"AUXRR172.Code.or.Value","AUXRR172.Value.Description","AUXRR172.Count","AUXRR172.Cumulative","AUXRR172.Skip.to.Item"
"-8 to 57","Range of Values",1878,1878,NA
".","Missing",168,2046,NA
