"DXXPT35Y.Code.or.Value","DXXPT35Y.Value.Description","DXXPT35Y.Count","DXXPT35Y.Cumulative","DXXPT35Y.Skip.to.Item"
"72 to 260.4","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
