"DXXPT89X.Code.or.Value","DXXPT89X.Value.Description","DXXPT89X.Count","DXXPT89X.Cumulative","DXXPT89X.Skip.to.Item"
"181.8 to 826.7","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
