"DXXPT88X.Code.or.Value","DXXPT88X.Value.Description","DXXPT88X.Count","DXXPT88X.Cumulative","DXXPT88X.Skip.to.Item"
"52.5 to 695.1","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
