"DXXPT64Y.Code.or.Value","DXXPT64Y.Value.Description","DXXPT64Y.Count","DXXPT64Y.Cumulative","DXXPT64Y.Skip.to.Item"
"87.2 to 327.2","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
