"CBQ800.Code.or.Value","CBQ800.Value.Description","CBQ800.Count","CBQ800.Cumulative","CBQ800.Skip.to.Item"
"1","Always",186,186,NA
"2","Most of the time",169,355,NA
"3","Sometimes",365,720,NA
"4","Rarely",405,1125,NA
"5","Never",668,1793,NA
"6","Do not shop for milk",33,1826,NA
"7","Refused",0,1826,NA
"9","Don't know",7,1833,NA
".","Missing",4566,6399,NA
