"CBQ785.Code.or.Value","CBQ785.Value.Description","CBQ785.Count","CBQ785.Cumulative","CBQ785.Skip.to.Item"
"1","English",1504,1504,NA
"2","Spanish",158,1662,NA
"3","English and Spanish",2,1664,NA
"4","Other",0,1664,NA
".","Missing",381,2045,NA
