"DXXPT77Y.Code.or.Value","DXXPT77Y.Value.Description","DXXPT77Y.Count","DXXPT77Y.Cumulative","DXXPT77Y.Skip.to.Item"
"79.4 to 267.2","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
