"DXXPT32Y.Code.or.Value","DXXPT32Y.Value.Description","DXXPT32Y.Count","DXXPT32Y.Cumulative","DXXPT32Y.Skip.to.Item"
"100.9 to 276.1","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
