"DXXPT23X.Code.or.Value","DXXPT23X.Value.Description","DXXPT23X.Count","DXXPT23X.Cumulative","DXXPT23X.Skip.to.Item"
"444 to 1043.6","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
