"DXXPT50Y.Code.or.Value","DXXPT50Y.Value.Description","DXXPT50Y.Count","DXXPT50Y.Cumulative","DXXPT50Y.Skip.to.Item"
"50.8 to 240.9","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
