"DXXPT91Y.Code.or.Value","DXXPT91Y.Value.Description","DXXPT91Y.Count","DXXPT91Y.Cumulative","DXXPT91Y.Skip.to.Item"
"88.1 to 268.5","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
