"DXXPT48X.Code.or.Value","DXXPT48X.Value.Description","DXXPT48X.Count","DXXPT48X.Cumulative","DXXPT48X.Skip.to.Item"
"641.8 to 1222.9","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
