"DXXPT59Y.Code.or.Value","DXXPT59Y.Value.Description","DXXPT59Y.Count","DXXPT59Y.Cumulative","DXXPT59Y.Skip.to.Item"
"71.8 to 258.4","Range of Values",2992,2992,NA
".","Missing",716,3708,NA
