"DXXPT58Y.Code.or.Value","DXXPT58Y.Value.Description","DXXPT58Y.Count","DXXPT58Y.Cumulative","DXXPT58Y.Skip.to.Item"
"41.4 to 220.9","Range of Values",3274,3274,NA
".","Missing",434,3708,NA
