"DXXPT66X.Code.or.Value","DXXPT66X.Value.Description","DXXPT66X.Count","DXXPT66X.Cumulative","DXXPT66X.Skip.to.Item"
"669.8 to 1207.2","Range of Values",3241,3241,NA
".","Missing",467,3708,NA
