"DXXPT83Y.Code.or.Value","DXXPT83Y.Value.Description","DXXPT83Y.Count","DXXPT83Y.Cumulative","DXXPT83Y.Skip.to.Item"
"55.1 to 287.6","Range of Values",3301,3301,NA
".","Missing",407,3708,NA
