"DXXPT71Y.Code.or.Value","DXXPT71Y.Value.Description","DXXPT71Y.Count","DXXPT71Y.Cumulative","DXXPT71Y.Skip.to.Item"
"85.2 to 272.1","Range of Values",3194,3194,NA
".","Missing",514,3708,NA
