"DXXPT56Y.Code.or.Value","DXXPT56Y.Value.Description","DXXPT56Y.Count","DXXPT56Y.Cumulative","DXXPT56Y.Skip.to.Item"
"83.9 to 330.5","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
