"DXXPT84Y.Code.or.Value","DXXPT84Y.Value.Description","DXXPT84Y.Count","DXXPT84Y.Cumulative","DXXPT84Y.Skip.to.Item"
"74.3 to 260.2","Range of Values",3107,3107,NA
".","Missing",601,3708,NA
