"DXXPT40Y.Code.or.Value","DXXPT40Y.Value.Description","DXXPT40Y.Count","DXXPT40Y.Cumulative","DXXPT40Y.Skip.to.Item"
"162.6 to 395.5","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
