"DXXPT85X.Code.or.Value","DXXPT85X.Value.Description","DXXPT85X.Count","DXXPT85X.Cumulative","DXXPT85X.Skip.to.Item"
"490.1 to 1071.1","Range of Values",3281,3281,NA
".","Missing",427,3708,NA
