"RHQ131.Code.or.Value","RHQ131.Value.Description","RHQ131.Count","RHQ131.Cumulative","RHQ131.Skip.to.Item"
"1","Yes",2301,2301,""
"2","No",333,2634,"RHQ275A"
"7","Refused",0,2634,"RHQ275A"
"9","Don't know",2,2636,"RHQ275A"
".","Missing",848,3484,""
