"DXXPT72Y.Code.or.Value","DXXPT72Y.Value.Description","DXXPT72Y.Count","DXXPT72Y.Cumulative","DXXPT72Y.Skip.to.Item"
"93.7 to 310.9","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
