"DXXPT47X.Code.or.Value","DXXPT47X.Value.Description","DXXPT47X.Count","DXXPT47X.Cumulative","DXXPT47X.Skip.to.Item"
"641.8 to 1223.2","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
