"WTSPH12.Code.or.Value","WTSPH12.Value.Description","WTSPH12.Count","WTSPH12.Cumulative","WTSPH12.Skip.to.Item"
"0.0000000 to 780525.4131700","Range of Values",0,0,NA
"0","0",2648,2648,NA
".","Missing",0,2648,NA
