"DXXPT47X.Code.or.Value","DXXPT47X.Value.Description","DXXPT47X.Count","DXXPT47X.Cumulative","DXXPT47X.Skip.to.Item"
"465.7 to 1053.3","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
