"DXXPT75Y.Code.or.Value","DXXPT75Y.Value.Description","DXXPT75Y.Count","DXXPT75Y.Cumulative","DXXPT75Y.Skip.to.Item"
"57.7 to 275.2","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
