"CBQ503.Code.or.Value","CBQ503.Value.Description","CBQ503.Count","CBQ503.Cumulative","CBQ503.Skip.to.Item"
"1","Yes",629,629,NA
"2","No",446,1075,NA
"7","Refused",0,1075,NA
"9","Don't know",1,1076,NA
".","Missing",4946,6022,NA
