"DXXPT20X.Code.or.Value","DXXPT20X.Value.Description","DXXPT20X.Count","DXXPT20X.Cumulative","DXXPT20X.Skip.to.Item"
"428.1 to 1029","Range of Values",3291,3291,NA
".","Missing",417,3708,NA
