"DXXPT59Y.Code.or.Value","DXXPT59Y.Value.Description","DXXPT59Y.Count","DXXPT59Y.Cumulative","DXXPT59Y.Skip.to.Item"
"87.6 to 322.1","Range of Values",3263,3263,NA
".","Missing",445,3708,NA
