"DXXPT20X.Code.or.Value","DXXPT20X.Value.Description","DXXPT20X.Count","DXXPT20X.Cumulative","DXXPT20X.Skip.to.Item"
"138.6 to 789.3","Range of Values",3292,3292,NA
".","Missing",416,3708,NA
