"DXXPT78Y.Code.or.Value","DXXPT78Y.Value.Description","DXXPT78Y.Count","DXXPT78Y.Cumulative","DXXPT78Y.Skip.to.Item"
"91.4 to 333","Range of Values",3298,3298,NA
".","Missing",410,3708,NA
